更新时间,#genre#
CCTV-2,http://123.113.187.204:8000/rtp/239.3.1.60:8084$组播源|1920x1080
CCTV-3,http://1.203.111.193:17777/udp/225.1.8.88:8000$订阅源|1920x1080
CCTV-3,http://123.113.187.204:8000/udp/239.3.1.172:8001$订阅源|1920x1080
CCTV-3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8$订阅源
CCTV-3,http://223.13.1.109:9901/tsfile/live/1001_1.m3u8$订阅源
CCTV-3,http://116.128.242.83:9901/tsfile/live/0003_2.m3u8$订阅源
CCTV-3,http://42.48.50.138:9002/tsfile/live/0003_1.m3u8$订阅源|1920x1080
CCTV-3,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=3$订阅源
CCTV-3,http://116.9.204.242:9901/tsfile/live/0003_1.m3u8$订阅源
CCTV-3,http://113.236.31.149:9901/tsfile/live/1002_1.m3u8$订阅源
CCTV-3,http://123.138.22.30:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-3,http://183.133.104.164:8899/rtp/233.50.201.196:5140$组播源|1920x1080
CCTV-3,http://221.219.79.161:4000/rtp/239.3.1.172:8001$组播源|1920x1080
CCTV-3,http://221.222.162.206:8888/rtp/239.3.1.172:8001$组播源|1920x1080
CCTV-3,http://114.254.83.83:2222/rtp/239.3.1.172:8001$组播源|1920x1080
CCTV-3,http://www.furymax.top:85/rtp/239.69.1.122:10370$组播源|1920x1080
CCTV-3,http://125.34.48.195:7077/rtp/239.3.1.172:8001$组播源|1920x1080
CCTV-3,http://123.113.187.204:8000/rtp/239.3.1.172:8001$组播源|1920x1080
CCTV-4,http://58.220.219.14:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-4,http://60.210.100.54:352/tsfile/live/0004_1.m3u8$订阅源
CCTV-4,http://118.122.189.74:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV-4,http://119.51.60.31:9901/tsfile/live/0004_2.m3u8$订阅源
CCTV-4,http://39.98.201.151:9090/udp/225.1.8.4:8092$订阅源
CCTV-4,http://119.163.199.98:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV-4,http://60.10.106.114:555/udp/239.253.93.193:6371$订阅源|1920x1080
CCTV-4,http://121.33.239.242:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV-4,http://221.222.162.206:8888/udp/239.3.1.214:4220$订阅源|1920x1080
CCTV-4,http://8.138.7.223/tv/mgitv.php?id=20$订阅源
CCTV-4,http://183.133.104.164:8899/rtp/233.50.201.63:5140$组播源|1920x1080
CCTV-4,http://221.219.79.161:4000/rtp/239.3.1.105:8092$组播源|1920x1080
CCTV-4,http://114.254.83.83:2222/rtp/239.3.1.105:8092$组播源|1920x1080
CCTV-4,http://125.34.48.195:7077/rtp/239.3.1.105:8092$组播源|1920x1080
CCTV-4,http://221.219.79.161:4000/rtp/239.3.1.213:4220$组播源|1920x1080
CCTV-4,http://60.2.190.206:4000/rtp/239.253.92.251:6141$组播源|1920x1080
CCTV-4,http://60.2.190.206:4000/rtp/239.253.93.193:6371$组播源|1920x1080
CCTV-4,http://114.243.110.0:4000/rtp/239.3.1.214:4220$组播源|1920x1080
CCTV-4,http://www.furymax.top:85/rtp/239.69.1.138:10466$组播源|1920x1080
CCTV-4,http://183.133.104.164:8899/rtp/233.50.201.4:5140$组播源|1920x1080
CCTV-5,http://8.138.7.223/tv/mgitv.php?id=23$订阅源
CCTV-5,http://218.89.240.144:59901/tsfile/live/1009_1.m3u8$订阅源
CCTV-5,http://120.0.8.181:8086/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://223.166.234.215:7777/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://42.48.50.138:9002/tsfile/live/0005_1.m3u8$订阅源|1920x1080
CCTV-5,http://116.117.105.247:8096/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://60.208.61.2:352/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://120.0.52.241:8086/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5,http://58.17.116.69:9908/tsfile/live/0001_5.m3u8$订阅源
CCTV-5,http://59.48.75.130:3052/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://114.254.83.83:2222/rtp/239.3.1.173:8001$组播源|1920x1080
CCTV-5,http://125.34.48.195:7077/rtp/239.3.1.173:8001$组播源|1920x1080
CCTV-5,http://xeace.cn:8888/rtp/239.93.42.37:5140$组播源
CCTV-5,http://221.219.79.161:4000/rtp/239.3.1.173:8001$组播源|1920x1080
CCTV-5,http://221.222.162.206:8888/rtp/239.3.1.173:8001$组播源|1920x1080
CCTV-5,http://www.furymax.top:85/rtp/239.69.1.123:10376$组播源|1920x1080
CCTV-5,http://183.133.104.164:8899/rtp/233.50.201.197:5140$组播源|1920x1080
CCTV-5+,http://111.196.129.152:20000/udp/239.3.1.130:8004$订阅源
CCTV-5+,http://124.230.56.27:55555/udp/239.76.253.168:9000$订阅源
CCTV-5+,http://117.27.190.42:9998/tsfile/live/23248_1.m3u8$订阅源
CCTV-5+,http://101.23.217.245:8090/hls/5/index.m3u8$订阅源
CCTV-5+,http://125.82.171.210:8888/udp/235.254.199.121:7980$订阅源
CCTV-5+,http://114.252.239.133:9876/udp/239.3.1.130:8004$订阅源|1920x1080
CCTV-5+,http://59.173.243.210:9901/tsfile/live/1021_1.m3u8$订阅源
CCTV-5+,http://120.0.52.238:8086/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://117.27.190.42:9998/tsfile/live/23248_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5+,http://114.249.230.215:9888/udp/239.3.1.130:8004$订阅源|1920x1080
CCTV-5+,http://183.133.104.164:8899/rtp/233.50.201.220:5140$组播源|1920x1080
CCTV-5+,http://221.219.79.161:4000/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV-5+,http://114.254.83.83:2222/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV-5+,http://123.113.187.204:8000/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV-5+,http://tnvcn.com:8012/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV-5+,http://www.furymax.top:85/rtp/239.69.1.12:9712$组播源|1920x1080
CCTV-5+,http://www.furymax.top:85/rtp/239.254.96.234:9484$组播源|1920x1080
CCTV-5+,http://125.34.48.195:7077/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV-6,http://14.204.106.74:9901/tsfile/live/0006_1.m3u8$订阅源
CCTV-6,http://114.83.223.132:9999/udp/239.45.1.70:5140$订阅源
CCTV-6,https://tvbox.nat.netsite.cc:8043/proxy/584456678/584456678.m3u8$订阅源
CCTV-6,http://61.150.67.62:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-6,http://183.66.13.82:60033/tsfile/live/0006_1.m3u8$订阅源
CCTV-6,http://101.74.31.52:9901/tsfile/live/0006_1.m3u8$订阅源
CCTV-6,http://123.189.39.129:9901/tsfile/live/1005_1.m3u8$订阅源
CCTV-6,http://183.136.148.214:9901/tsfile/live/1017_1.m3u8$订阅源
CCTV-6,http://223.13.1.185:9901/tsfile/live/1020_1.m3u8$订阅源
CCTV-6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-6,http://222.129.139.91:8888/rtp/239.3.1.174:8001$组播源
CCTV-6,http://115.171.216.209:4000/rtp/225.1.8.84:8000$组播源
CCTV-6,http://183.133.104.164:8899/rtp/233.50.201.198:5140$组播源|1920x1080
CCTV-6,http://125.34.48.195:7077/rtp/239.3.1.174:8001$组播源|1920x1080
CCTV-6,http://114.254.83.83:2222/rtp/239.3.1.174:8001$组播源|1920x1080
CCTV-6,http://221.219.79.161:4000/rtp/239.3.1.174:8001$组播源|1920x1080
CCTV-6,http://60.2.190.206:4000/rtp/239.253.92.193:6058$组播源|1920x1080
CCTV-6,http://www.furymax.top:85/rtp/239.69.1.124:10382$组播源|1920x1080
CCTV-7,http://223.13.1.109:9901/tsfile/live/1021_1.m3u8$订阅源
CCTV-7,http://120.0.52.238:8086/tsfile/live/0007_1.m3u8$订阅源
CCTV-7,http://123.166.61.70:8003/hls/42/index.m3u8$订阅源
CCTV-7,http://61.157.139.15:9901/tsfile/live/2377_1.m3u8$订阅源
CCTV-7,http://101.74.28.50:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV-7,http://114.83.223.132:9999/udp/239.45.3.56:5140$订阅源
CCTV-7,http://123.189.39.129:9901/tsfile/live/1159_1.m3u8$订阅源
CCTV-7,http://8.138.7.223/tv/mgitv.php?id=38$订阅源
CCTV-7,http://118.77.222.121:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV-7,http://60.10.106.114:555/udp/239.253.92.194:6059$订阅源|1920x1080
CCTV-7,http://www.furymax.top:85/rtp/239.69.1.103:10256$组播源|1920x1080
CCTV-7,http://125.34.48.195:7077/rtp/239.3.1.61:8104$组播源|1920x1080
CCTV-7,http://60.10.106.114:555/rtp/239.253.92.194:6059$组播源|1920x1080
CCTV-7,http://60.2.190.206:4000/rtp/239.253.92.194:6059$组播源|1920x1080
CCTV-7,http://221.219.79.161:4000/rtp/239.3.1.61:8104$组播源|1920x1080
CCTV-7,http://114.254.83.83:2222/rtp/239.3.1.61:8104$组播源|1920x1080
CCTV-7,http://222.129.139.229:8888/rtp/239.3.1.61:8104$组播源|1920x1080
CCTV-7,http://114.243.110.0:4000/rtp/239.3.1.61:8104$组播源|1920x1080
CCTV-7,http://183.133.104.164:8899/rtp/233.50.201.120:5140$组播源|1920x1080
CCTV-8,http://113.15.186.220:8181/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://123.159.129.209:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://8.138.7.223/tv/mgitv.php?id=41$订阅源
CCTV-8,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://42.48.50.138:9002/tsfile/live/0008_1.m3u8$订阅源|1920x1080
CCTV-8,http://220.170.243.209:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://183.94.146.109:2222/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-8,http://60.10.106.114:555/udp/239.253.92.195:6060$订阅源|1920x1080
CCTV-8,http://221.224.4.170:1111/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://111.160.17.2:59901/tsfile/live/0001_9.m3u8$订阅源
CCTV-8,http://www.furymax.top:85/rtp/239.69.1.125:10388$组播源|1920x1080
CCTV-8,http://221.219.79.161:4000/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV-8,http://125.34.48.195:7077/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV-8,http://123.113.187.204:8000/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV-8,http://114.243.110.0:4000/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV-8,http://114.254.83.83:2222/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV-8,http://183.133.104.164:8899/rtp/233.50.201.199:5140$组播源|1920x1080
CCTV-9,http://223.166.234.215:7777/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://183.3.134.56:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://58.220.219.14:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://123.182.60.29:9002/hls/51/index.m3u8$订阅源
CCTV-9,http://61.157.139.15:9901/tsfile/live/2379_1.m3u8$订阅源
CCTV-9,http://222.134.245.16:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://14.204.106.74:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://8.138.7.223/tv/mgitv.php?id=47$订阅源
CCTV-9,http://221.213.69.82:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://115.48.61.253:9901/tsfile/live/1005_1.m3u8$订阅源
CCTV-9,http://114.243.110.0:4000/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-9,http://222.129.139.229:8888/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-9,http://221.219.79.161:4000/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-9,http://183.133.104.164:8899/rtp/233.50.201.121:5140$组播源|1920x1080
CCTV-9,http://114.254.83.83:2222/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-9,http://www.furymax.top:85/rtp/239.69.1.104:10262$组播源|1920x1080
CCTV-9,http://123.117.174.237:30000/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-9,http://125.34.48.195:7077/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-10,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A62315/ysptp/cctv10.m3u8$订阅源
CCTV-10,http://120.0.52.162:8086/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://116.128.242.83:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://223.166.234.149:7777/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://113.57.20.158:9901/tsfile/live/1029_1.m3u8$订阅源
CCTV-10,http://183.66.13.82:60033/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://60.210.100.54:352/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://1.199.235.116:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://114.83.223.132:9999/udp/239.45.3.8:5140$订阅源
CCTV-10,http://59.173.243.210:9901/tsfile/live/1010_1.m3u8$订阅源
CCTV-10,http://183.133.104.164:8899/rtp/233.50.201.122:5140$组播源|1920x1080
CCTV-10,http://115.171.216.225:4000/rtp/225.1.8.10:8116$组播源|1920x1080
CCTV-10,http://123.113.187.204:8000/rtp/239.3.1.63:8116$组播源|1920x1080
CCTV-10,http://www.furymax.top:85/rtp/239.69.1.105:10268$组播源|1920x1080
CCTV-10,http://60.2.190.206:4000/rtp/239.253.92.196:6061$组播源|1920x1080
CCTV-10,http://114.254.83.83:2222/rtp/239.3.1.63:8116$组播源|1920x1080
CCTV-10,http://114.243.110.0:4000/rtp/239.3.1.63:8116$组播源|1920x1080
CCTV-10,http://125.34.48.195:7077/rtp/239.3.1.63:8116$组播源|1920x1080
CCTV-10,http://222.129.139.229:8888/rtp/239.3.1.63:8116$组播源|1920x1080
CCTV-11,http://123.138.22.30:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://61.150.67.62:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://220.249.114.102:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://125.33.89.106:5566/udp/239.3.1.152:8120$订阅源|1920x1080
CCTV-11,https://tvbox.nat.netsite.cc:8043/proxy/421024024/421024024.m3u8$订阅源
CCTV-11,http://14.112.86.101:4022/udp/239.77.1.238:5146$订阅源|1920x1080
CCTV-11,http://222.134.245.16:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://219.128.121.202:59901/tsfile/live/0011_1.m3u8?key=txiptv$订阅源
CCTV-11,http://218.77.81.186:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A62315/ysptp/cctv11.m3u8$订阅源
CCTV-11,http://123.113.187.204:8000/rtp/239.3.1.152:8120$组播源|1920x1080
CCTV-11,http://www.furymax.top:85/rtp/239.69.1.154:10560$组播源|1920x1080
CCTV-11,http://222.129.139.229:8888/rtp/239.3.1.152:8120$组播源|1920x1080
CCTV-11,http://60.2.190.206:4000/rtp/239.253.93.153:6321$组播源|1920x1080
CCTV-11,http://125.34.48.195:7077/rtp/239.3.1.152:8120$组播源|1920x1080
CCTV-11,http://115.171.216.225:4000/rtp/225.1.8.73:8120$组播源|1920x1080
CCTV-11,http://114.254.83.83:2222/rtp/239.3.1.152:8120$组播源|1920x1080
CCTV-11,http://183.133.104.164:8899/rtp/233.50.201.11:5140$组播源|1920x1080
CCTV-12,http://221.2.148.205:8154/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://1.198.10.73:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8$订阅源
CCTV-12,http://183.66.15.146:60901/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://223.13.1.109:9901/tsfile/live/1026_1.m3u8$订阅源
CCTV-12,http://wouu.net:9977/udp/239.93.1.30:8124$订阅源|1920x1080
CCTV-12,http://120.0.8.181:8086/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-12,http://218.89.240.144:59901/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://61.157.139.15:9901/tsfile/live/2382_1.m3u8$订阅源
CCTV-12,http://222.134.245.16:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://221.219.79.161:4000/rtp/239.3.1.64:8124$组播源|1920x1080
CCTV-12,http://123.113.187.204:8000/rtp/239.3.1.64:8124$组播源|1920x1080
CCTV-12,http://114.254.83.83:2222/rtp/239.3.1.64:8124$组播源|1920x1080
CCTV-12,http://125.34.48.195:7077/rtp/239.3.1.64:8124$组播源|1920x1080
CCTV-12,http://222.129.139.229:8888/rtp/239.3.1.64:8124$组播源|1920x1080
CCTV-12,http://www.furymax.top:85/rtp/239.69.1.106:10274$组播源|1920x1080
CCTV-12,http://183.133.104.164:8899/rtp/233.50.201.123:5140$组播源|1920x1080
CCTV-13,http://222.169.85.8:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV-13,http://114.105.184.92:9901/tsfile/live/1010_1.m3u8$订阅源
CCTV-13,http://120.0.52.162:8086/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-13,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv13$订阅源
CCTV-13,http://113.15.186.220:8181/tsfile/live/0013_1.m3u8$订阅源
CCTV-13,http://60.2.190.206:4000/udp/239.253.92.13:8008$订阅源|1920x1080
CCTV-13,http://222.142.70.7:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV-13,http://114.83.223.132:9999/udp/239.45.1.198:5140$订阅源
CCTV-13,http://59.173.243.210:9901/tsfile/live/1013_1.m3u8$订阅源
CCTV-13,http://222.134.245.16:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV-13,http://125.34.48.195:7077/rtp/239.3.1.124:8128$组播源|1920x1080
CCTV-13,http://114.254.83.83:2222/rtp/239.3.1.124:8128$组播源|1920x1080
CCTV-13,http://www.furymax.top:85/rtp/239.254.96.161:9040$组播源|1920x1080
CCTV-13,http://221.219.79.161:4000/rtp/239.3.1.124:8128$组播源|1920x1080
CCTV-13,http://222.129.139.229:8888/rtp/239.3.1.124:8128$组播源|1920x1080
CCTV-13,http://183.133.104.164:8899/rtp/233.50.201.246:5140$组播源|1920x1080
CCTV-14,http://223.241.247.214:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-14,http://mom.cloudns.be:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-14,http://218.89.240.144:59901/tsfile/live/0014_1.m3u8$订阅源
CCTV-14,http://175.16.180.250:9901/tsfile/live/0014_2.m3u8$订阅源
CCTV-14,http://113.83.152.26:9003//hls/15/index.m3u8$订阅源
CCTV-14,http://220.249.114.102:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-14,http://116.9.204.242:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV-14,http://125.32.120.52:9901/tsfile/live/0014_1.m3u8$订阅源|1920x1080
CCTV-14,http://183.136.148.214:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV-14,http://119.62.36.173:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV-14,http://www.furymax.top:85/rtp/239.69.1.107:10280$组播源|1920x1080
CCTV-14,http://125.34.48.195:7077/rtp/239.3.1.65:8132$组播源|1920x1080
CCTV-14,http://123.113.187.204:8000/rtp/239.3.1.65:8132$组播源|1920x1080
CCTV-14,http://114.254.83.83:2222/rtp/239.3.1.65:8132$组播源|1920x1080
CCTV-14,http://221.222.162.206:8888/rtp/239.3.1.65:8132$组播源|1920x1080
CCTV-14,http://183.133.104.164:8899/rtp/233.50.201.124:5140$组播源|1920x1080
CCTV-15,http://125.33.89.106:5566/udp/239.3.1.153:8136$订阅源|1920x1080
CCTV-15,http://222.243.221.54:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-15,http://1.199.235.140:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://221.233.192.152:1111/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://218.77.81.186:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-15,http://39.98.201.151:9090/udp/225.1.8.115:8052$订阅源
CCTV-15,http://60.12.183.46:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8$订阅源
CCTV-15,http://120.197.43.179:9901/tsfile/live/0016_1.m3u8$订阅源
CCTV-15,http://114.254.83.83:2222/rtp/239.3.1.153:8136$组播源|1920x1080
CCTV-15,http://123.113.187.204:8000/rtp/239.3.1.153:8136$组播源|1920x1080
CCTV-15,http://www.furymax.top:85/rtp/239.69.1.155:10566$组播源|1920x1080
CCTV-15,http://221.219.79.161:4000/rtp/239.3.1.153:8136$组播源|1920x1080
CCTV-15,http://125.34.48.195:7077/rtp/239.3.1.153:8136$组播源|1920x1080
CCTV-15,http://183.133.104.164:8899/rtp/233.50.201.15:5140$组播源|1920x1080
CCTV-16,http://123.113.187.204:8000/udp/239.3.1.184:8001$订阅源|1920x1080
CCTV-16,http://221.219.79.161:4000/udp/239.3.1.183:8001$订阅源|1920x1080
CCTV-16,http://58.17.116.69:9908/tsfile/live/0001_17.m3u8$订阅源
CCTV-16,http://123.113.187.204:8000/udp/239.3.1.183:8001$订阅源|1920x1080
CCTV-16,http://60.255.240.247:8090/live/CCTV-16.m3u8$订阅源
CCTV-16,http://f28cdb.tv.netsite.cc/proxy/2055404079/2055404079.m3u8$订阅源
CCTV-16,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=3$订阅源
CCTV-16,http://219.159.194.129:8181/tsfile/live/1021_1.m3u8$订阅源
CCTV-16,http://121.19.134.222:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-16,http://8.138.7.223/tv/mgitv.php?id=78$订阅源
CCTV-16,http://www.furymax.top:85/rtp/239.69.1.249:11136$组播源|1920x1080
CCTV-16,http://125.34.48.195:7077/rtp/239.3.1.183:8001$组播源|1920x1080
CCTV-16,http://125.34.48.195:7077/rtp/239.3.1.184:8001$组播源|1920x1080
CCTV-16,http://221.219.79.161:4000/rtp/239.3.1.184:8001$组播源|1920x1080
CCTV-16,http://114.254.83.83:2222/rtp/239.3.1.183:8001$组播源|1920x1080
CCTV-16,http://www.furymax.top:85/rtp/239.69.1.13:9718$组播源|1920x1080
CCTV-16,http://114.254.83.83:2222/rtp/239.3.1.184:8001$组播源|1920x1080
CCTV-16,http://222.129.139.91:8888/rtp/239.3.1.184:8001$组播源
CCTV-16,http://www.furymax.top:85/rtp/239.69.1.247:11124$组播源|1920x1080
CCTV-16,http://183.133.104.164:8899/rtp/233.50.201.192:5140$组播源|1920x1080
CCTV-17,http://121.19.134.222:808/tsfile/live/0017_1.m3u8$订阅源
CCTV-17,http://115.171.216.225:4000/udp/225.1.8.17:8144$订阅源|1920x1080
CCTV-17,http://wouu.net:9977/udp/239.93.0.92:5140$订阅源|1920x1080
CCTV-17,http://111.196.129.152:20000/udp/239.3.1.151:8144$订阅源
CCTV-17,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv17$订阅源
CCTV-17,http://8.138.7.223/tv/mgitv.php?id=80$订阅源
CCTV-17,http://123.189.39.129:9901/tsfile/live/1164_1.m3u8$订阅源
CCTV-17,http://60.208.61.2:352/tsfile/live/0019_1.m3u8$订阅源
